Date,Marketplace,ASIN,SKU,Name,SalesOrganic,SalesPPC,UnitsOrganic,UnitsPPC,UnitsSponsoredProducts,UnitsSponsoredDisplay,Refunds,GrossProfit,NetProfit,Margin,Fulfillment Channel,downloaded_at
27/04/2026,Amazon.es,B0GXGCVGZ7,39200SGRI,ROCKING GIFTS Adorno De Pared Circular De Jacinto De Agua Natural para Salón O Dormitorio 80 Cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CW6M5LDL,31612SGFBA,ROCKING GIFTS Adorno de Pared Lagarto Colores Mosaico 45 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47RK9RY,267672CLM,"Cesta de Metal Blanca con Asa de Madera, Frutero Centro de Mesa, Organización de Cocina, 25 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0D47QJM2C,267691CLM,"ROCKING GIFTS Weißes Abtropfgestell aus Metall, ohne Boden, Abtropfgestell mit Utensilienhalter, Küchenzubehör, 36 x 30 x 13 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47Q87T4,2597600CLM,"ROCKING GIFTS Hucha de Madera Rosa Cuadrada Transparente, Regalo Comunión Niña, 15 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47QT66Y,2597609CLM,"ROCKING GIFTS Hucha de Madera Azul Cuadrada Transparente, Regalo Comunión Niño, 15 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47NLLB1,2185645CLM,"ROCKING GIFTS Bolsa de Papel Mediana para Embalaje Fácil de Regalos de Comunión Niña, Blanco y Rosa, 18 x 10 x 23cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47SC7KP,2185646CLM,"Bolsa de Papel Grande para Embalaje Fácil de Regalos de Comunión Niña, Blanco y Rosa, 26 x 10 x 32cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47SZX53,2185647CLM,"ROCKING GIFTS Bolsa de Papel XL para Embalaje Fácil de Regalos de Comunión Niña, Blanco y Rosa, 33 x 10 x 45cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47SR28Y,2185650CLM,"ROCKING GIFTS Bolsa de Papel Grande para Embalaje Fácil de Regalos de Comunión Niño, Blanco y Azul, 26 x 10 x 32cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47SHKP3,2185651CLM,"Bolsa de Papel XL para Embalaje Fácil de Regalos de Comunión Niño, Blanco y Azul, 33 x 10 x 45cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47RJQYY,308840CLM,ROCKING GIFTS Macetero Plano de Ceramica Flores Azul 14x14 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47Y24Y8,2676114CLM,"ROCKING GIFTS Papelera 12L de Acero Inoxidable Plateado, Cubo Basura Reciclaje Extraíble con Pedal y Tapa, Tamaño Mediano para Baño o Cocina, 40 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0D47S7R99,21821140CLM,"ROCKING GIFTS Portachiavi in legno con Trencadis, colorato di Barcellona, 6 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47SMXDS,2676118CLM,"ROCKING GIFTS Escobillero Baño WC con Tapa y Soporte Portarrollos de Acero Inoxidable Plateado, Diseño Moderno e Higiénico, 80 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0D47V5XP3,2430222CLM,"ROCKING GIFTS Mülleimer aus Metall, 20 l, Grün, Türkis, mit Vintage-Design, mit Pedal und Deckel, mittlere Größe für die Küche, 48 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47SF9WM,3041186CLM,"ROCKING GIFTS Set de 10 Cartas de Invitación para Comunión de Niña, Preparación Fiesta",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47RS2TZ,308839CLM,ROCKING GIFTS Macetero Plano de Ceramica Flores Azul 16x16 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0D47SGJ6Z,308842CLM,ROCKING GIFTS Ovaler Flacher Blumentopf aus Keramik Blaue Blumen 27x14 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47Q1CZW,2776937CLM,"ROCKING GIFTS Set de x2 Taza Tisana de cerámica con Capacidad de 350ml con Filtro para infusiones y té, Diseño Corazones Rojos Fondo Blanco, 2 Modelos Incluídos",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0D47TJDTP,2827464CLM,"ROCKING GIFTS Sporttasche für das Fitnessstudio aus Baumwolle, Weiß und Grau, Wochenend-Reisetasche, 44 x 26 x 22 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47QTRHQ,2776992CLM,"ROCKING GIFTS Juego de Café 6 Tazas Pequeñas 90ML con Plato, Cerámica Blanca con Flores Azules Vintage, Apto Lavavajillas y Microondas, para Invitados Fiesta",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B0D47QTRHQ,2776992CLM,"ROCKING GIFTS Service à café 6 petites tasses 90 ml avec assiette, céramique blanche avec fleurs bleues vintage, passe au lave-vaisselle et au micro-ondes, pour invités de fête",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47T6H95,2889176CLM,"ROCKING GIFTS Bolígrafo Azul de Primera Comunión de Niño con Figura de Goma, 19 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47R79H5,2758561CLM,"ROCKING GIFTS Marco de Fotos 10x15 Plástico Efecto Madera Blanca y Beige, Portafotos Decorativo Boho Rústico, 20 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47S37JF,306336CLM,ROCKING GIFTS Felpudo Antideslizante Entrada Puerta de Casa Fibra de Coco Furgoneta 70x40 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47TM7GV,2776983CLM,"ROCKING GIFTS Juego de Café 6 Tazas Pequeñas 90ML con Plato, Cerámica Turquesa con Flores, Apto Lavavajillas y Microondas, para Invitados Fiesta",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47R374W,2847569CLM,"ROCKING GIFTS Joyero Redondo de Cartón Duro con Compartimentos y Espejo, Primera Comunión de Niña, Blanco y Rosa, Organizador Bisutería y Pequeños Objetos, 18 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47S7JP3,2889192CLM,"ROCKING GIFTS Iman Nevera de Goma de Caganer de Navidad Catalana, Magnético Frigorífico Divertido, Decoracion Navideña para Cocina, 5 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B00T6QFW4S,90076SG,Caja Madera con Baraja Cartas,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B010TMBDSG,1007VC,"Mineral Import: Aragonito en Bruto Calidad Extra, Belleza energética, Meditación, Amuletos Espirituales - Colgante de Ocasión Boda - Rústico, Espiritual, Boho - Marrón",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B06XW9S2Q8,10153SGFBA,"Signes Grimalt Art Deco Home - Briefbeschwerer Qualle, Glas, Blau, 10 cm - Hochzeits-Dekoration, Hänger, Hängender Schmuck, 6224619031",0.0,0.0,0,0,0,0,0,-0.15,-0.15,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B06XW9S2Q8,10153SGFBA,Signes Grimalt Sigris - Pisapapeles Cristal Medusa Azul 10 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B06XW9S2Q8,10153SGFBA,Grand presse-papiers en Verre : Méduse bleue. H 10 cm,0.0,0.0,0,0,0,0,0,-0.12,-0.12,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.it,B06XW9S2Q8,10153SGFBA,"Signes Grimalt Fermacarte Medusa, Vetro, Blu, 10 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B00IFFVUZG,245906DC,"Casa D'Or Dcasa Klapptisch, quadratisch, Schwarz, 48 x 48 x 65 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B00IFFVUZG,245906DC,dcasa - Mesa Cuadrado Plegable Negra 48x48x65 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B00IFFW0UA,245910DC,dcasa - Mesa cuadrado plegable blanca 48x48x65 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BVMWT51J,25175RGSG,"ROCKING GIFTS Espejo Pared Grande Decorativo Marco de Madera Pintada de Blanco Mosaico Barroco, Decoración Mural Elegante, 90 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B09F72ZP3K,25208SG,Vidal Regalos Tetera pequeña para Bolsa de te x4 Melamina,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B08WRFR769,2597374CLM,Vidal Regalos Marco de Fotos 15 x 20 cm Portafotos Metalico Plateado 20 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B09X5K1RYG,26212SG,ROCKING GIFTS Figura Decorativa Manzana Plateada Brillante 14 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B09X5KMFNN,26213SG,ROCKING GIFTS Figura Decorativa Manzana Plateada Brillante 20 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.it,B09X5LKTQ2,26327SG,ROCKING GIFTS Salvamantel Tabla Cortar Cerámica Imitación Mármol Blanco Azul Color Surtido 36 cm (1 Unidad),0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B07TGFN38Z,275843CLM,"ROCKING GIFTS Marco de Fotos Bebe Madera, Multiple 12 Meses Primer Año, 65x30 cm Blanco, Portafotos Multifotos Recien Nacido, Collage Pared Mesa, Decoración Habitación Infantil, Regalo Original",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B07TGFN38Z,275843CLM,"ROCKING GIFTS Multiple Grand Cadre Photo 12 Mois, première année, 65x30 cm Blanc, Cadre en Bois",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.it,B07TGFN38Z,275843CLM,"ROCKING GIFTS Farma di Foto Multipli 12 Mesi, Primo Anno, 65x30 cm Bianco, Cornice in Legno",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0BVMT8FHW,27584RGSG,"ROCKING GIFTS Set de x4 Posavasos Redondo Diseño Azulejo Hidraulico, Decorativo Vintage Colorido Elegante, Accesorio para Cocina, para Vasos, Vino, Cerveza, Café y Té, 11 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BHF4T6N7,2684310CLM,ROCKING GIFTS Estropajero Doble MARMOL con estropajos,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BHF5418W,2684315CLM,ROCKING GIFTS Estropajero Doble Arena con estropajos,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BHF3JTRJ,2684325CLM,"ROCKING GIFTS Estropajero Doble Pizarra Blanco con Estropajos | Organizador Fregadero Cocina | Soporte para Esponja, Bayeta y Cepillos",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0BVMPVY66,26873RGSG,"ROCKING GIFTS Espejo Pared Redondo Flor de Mimbre de Bambú, Adorno Decorativo Mural Elegante Boho, 80 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BVMQHYBM,26973RGSG,"ROCKING GIFTS Reloj de Pared Grande Redondo Decorativo Metal Negro Sin Números, Decoración Mural Diseño Elegante con Planta, 60 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BVMV6ZK6,26989RGSG,"ROCKING GIFTS Perchero Pared Percha Forma Casa de Madera MDF, Colgador de Llaves Decorativo para Entrada Recibidor, 43 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BJLB4TSC,27195SG,ROCKING GIFTS Adorno Pared metalico Figura Decorativa Lagarto Multicolor x2 Modelos decoración Original 30 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B0BVMS24FH,27348RGSG,"ROCKING GIFTS Figurine Décorative Classique Dieu Taranis du Tonnerre et du Ciel, Résine Effet Bronze Antique, Sculpture Mythologie Celtique, Décoration Élégante, 25 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BVMVX58T,27570RGSG,"Set de 3 Caja Decorativa Forma Radio Antigua con Altavoces, Madera MDF Forrada de Tela, Baúl Almacenaje Funcional, Decoración Vintage Original para Salón, Dormitorio, 2 Tamaños, 30 y 12 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0BVMVQ5Z2,27582RGSG,"Set mit 4 runden Untersetzern, hydraulische Fliesen, dekorativ, Vintage, bunt, elegant, Küchenzubehör, für Gläser, Wein, Bier, Kaffee und Tee, 11 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BVMVQ5Z2,27582RGSG,"ROCKING GIFTS Set de x4 Posavasos Redondo Diseño Azulejo Hidraulico, Decorativo Vintage Colorido Elegante, Accesorio para Cocina, para Vasos, Vino, Cerveza, Café y Té, 11 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B09X8PP9GL,2758455CLM,Rocking Gifts Bilderrahmen 10 x 15 Canage Holzoptik Beige Dekorative Boho rustikal 20 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B09X8PP9GL,2758455CLM,ROCKING GIFTS Marco de Fotos 10x15 Canage Efecto Madera Beige Portafotos Decorativo Boho Rústico 20 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0CC3P6YDX,29878SGFBA,"ROCKING GIFTS Schlüsselkasten Buddha für Wand oder Tischplatte, weiß und braun, MDF Holz, Schlüssel-Organizer für Eingang Flur, ethnische Dekoration, 26 cm",0.0,0.0,0,0,0,0,0,-0.02,-0.02,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BHF3FYVT,22212889CLMFBA,"ROCKING GIFTS Sujetapuertas Peluche Perro Bulldog Divertido, Sujetador Tope Puerta de Tela Decorativo Infantil, 24 cm",0.0,0.0,0,0,0,0,0,-0.02,-0.02,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0BHF3FYVT,22212889CLMFBA,"ROCKING GIFTS Fermaporta Peluche Cane Bulldog Divertente, Reggiseno Fermaporta in Tessuto Decorativo per Bambini, 24 cm",0.0,0.0,0,0,0,0,0,-0.02,-0.02,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0CPK8M38Q,255015CLMFBA,"Erdkugel, Weltkugel 20cm mit goldenem Metallfuß - Dekoration und Geschenk",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CPK8M38Q,255015CLMFBA,"Globo Terraqueo, Bola del mundo 20cm con Pie de Metal Dorado - Decoración y Regalo",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0CPK8M38Q,255015CLMFBA,"Globo Terraqueo, Bola del mundo 20cm con Pie de Metal Dorado - Decoración y Regalo",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0CC43CSWB,30200SGFBA,"ROCKING GIFTS Wanddeko Eidechse, Gecko, bunt, Mosaik, Metall, 39X19 cm, Terrasse Dekoration, Garten",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B09X88TSZW,2786184CLMFBA,ROCKING GIFTS Organizador Tela Colgante Pared 10 Bolsillos Bolsa Almacenaje Puerta Armario 50 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0CC43CSWB,30200SGFBA,ROCKING GIFTS Decorazione da parete lucertola Mosaico Metallo 39x19 cm | Decorazione Giardino Terrazza Esterno | Figura Scultura Gecko Rettile | Arte Artigianato Design,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.com.be,B0CC43CSWB,30200SGFBA,"ROCKING GIFTS Décoration murale, lézard, gecko, multicolore, mosaïque, métal, 39 x 19 cm, décoration de terrasse, jardin",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B07W8Y3KL6,16162SGFBA,Vidal Regalos Lampara de Sobremesa Mosaico Cristal 22 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0D4R7724M,31442SGFBA,"ROCKING GIFTS Ganesha-Figur aus Harz, dekorative Statue, 14 cm, ideal für Zuhause und Büro, bringt viel Glück, sorgfältig von Hand bemalt, Symbol für Wohlstand und Weisheit",0.0,0.0,0,0,0,0,1,-10.39,-10.39,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D4R7724M,31442SGFBA,"ROCKING GIFTS Figura de Ganesha en Resina - Estatua Decorativa de 14 cm, Ideal para Hogar y Oficina, Atrae Buena Suerte, Detalles Cuidadosamente Pintados a Mano, Símbolo de Prosperidad y Sabiduría",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B0D4R7724M,31442SGFBA,"ROCKING GIFTS Statue de Ganesh en résine, 14 cm, idéale pour la maison et le bureau, apporte bonne chance, soigneusement peinte à la main, symbole de prospérité et de sagesse",0.0,0.0,0,0,0,0,0,-0.12,-0.12,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.com.be,B0D4R7724M,31442SGFBA,"ROCKING GIFTS Statue de Ganesh en résine, 14 cm, idéale pour la maison et le bureau, apporte bonne chance, soigneusement peinte à la main, symbole de prospérité et de sagesse",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0DLBQQFTP,308642CLMFBA,Metalltablett Metall 40x28 cm Panot Barcelona,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0DLBQQFTP,308642CLMFBA,ROCKING GIFTS Bandeja de Cocina de Metal 40x28 cm Panot Barcelona,0.0,0.0,0,0,0,0,0,-0.01,-0.01,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0DFZX27GB,3130VCORI,"ROCKING GIFTS Unpolierte Shungit-Platte für Schutz, Energie und Wohlbefinden, Größe 30 x 30 mm, ideal für die Neutralisierung elektromagnetischer Strahlung, zum Ausgleichen von Chakren und zur",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0DFZQQ1W5,3132VCORI,"ROCKING GIFTS Placa de Shungit con una Cara Pulida, Ideal para protección electromagnética, armonización de Espacios, terapias energéticas y meditación Eliminar energías negativas",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0F1TG9GCH,2857147CLMFBA,ROCKING GIFTS Felpudo 40x70 EUSKERA Antideslizante Entrada Exterior Interior Casa Hogar Resistente,0.0,0.0,0,0,0,0,0,-0.01,-0.01,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BVMS92GZ,28582RGSGFBA,"ROCKING GIFTS Reloj de Pared Decorativo Grande Tabla de Skate de Madera MDF Marrón, Decoración Mural Moderna para Skaters, 70 cm",0.0,0.0,0,0,0,0,0,-0.03,-0.03,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0G1HYXHSF,2676261CLM,ROCKING GIFTS Caja Botiquín Grande de Metal Verde con Tapa de Madera Organizador Primeros Auxilios para Baño con Compartimentos 32x22x19 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0G1J4M447,2185796CLM,ROCKING GIFTS Bolsa de Papel Mediana para Embalaje Fácil de Regalos de Sant Jordi con Etiqueta para Nombre 18x10x23 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0G1J779VR,2185800CLM,ROCKING GIFTS Bolsa de Papel Grande para Embalaje Fácil de Regalos de Sant Jordi con Etiqueta para Nombre 26x10x32 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0G1J747Q3,2185787CLM,"Set de x2 Bolsa de Papel Grande XL para Embalaje Fácil de Regalos de Cumpleaños Mujer, Estampado Mariposas Rosa, 33x10x45 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0BHF5BWJL,299526CLMFBA,ROCKING GIFTS Appendiabiti da Parete Beige PAJAROS con 3 Ganci,0.0,0.0,0,0,0,0,0,-0.01,-0.01,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47R93K3,2890438CLM,"ROCKING GIFTS Joyero de Polipiel y Terciopelo con Compartimentos y Espejo, Primera Comunión de Niña, Blanco y Rosa, Organizador Bisutería y Pequeños Objetos, 20 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47QKRVP,2889173CLM,"ROCKING GIFTS Lápiz Rosa de Primera Comunión de Niña con Figura de Goma, 19 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0D47TD9QJ,2890436CLM,"Set mit 2 Geldbörsen aus weißem Kunstleder, zur Kommunion für Mädchen, 2 Modelle, Geldbörse mit Reißverschluss, 17 cm, weiß",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B09X8GT12M,305439CLMFBA,ROCKING GIFTS Dessous de plat en céramique bois fleurs oranges Design rustique élégant 20 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B08WPG9DLR,24040SGFBA,Vidal Regalos Taschenleerer Holz Ethnisches Design Antik Blumen Mitte Tisch Flur 16 cm,0.0,0.0,0,0,0,0,0,-1.33,-1.33,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B08WPG9DLR,24040SGFBA,Vidal Regalos Vaciabolsillos Plato Madera Diseño Étnico Antiguo Flores Centro Mesa Recibidor 16 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B08WPG9DLR,24040SGFBA,Assiette à Vider de Poche Assiette en Bois Ancien Design Ethnique Fleurs Table du Centre de la Salle 16 cm,0.0,0.0,0,0,0,0,0,-0.12,-0.12,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B09X8QJL3R,301735CLM,"Rocking Gifts Dekorative Figur Leopard Mutter und Sohn Gold, Polyresin, 25 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.it,B09X8QJL3R,301735CLM,Rocking Gifts Figura decorativa Leopardo Madre e Fegno Dorato Poliresina 25 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BHF3P64Z,30513180CLM,"ROCKING GIFTS Bol de Cristal para Ensalada, Ensaladera de Vidrio Transparente, Cuenco Menaje de Cocina Diseño Elegante con Relieve Decorativo, Capacidad 1L, 19,5 cm Diámetro",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0BW9RZ53Q,20008MDFBA,"Falcon Holz- und Metallpfeife, Standard-Serie, halbgebogen, Filter 6 mm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
